Cap_do,Cap_up,demand_th,demand_el,pv,wind
0.007,0.021,0.055,0.703,0.0,0.181
0.038,0.016,0.048,0.657,0.0,0.181
0.033,0.041,0.049,0.63,0.0,0.08
0.036,0.018,0.056,0.612,0.0,0.029
0.012,0.005,0.073,0.61,0.0,0.08
0.021,0.04,0.11,0.611,0.0,0.0
0.035,0.028,0.144,0.606,0.0,0.005
0.043,0.018,0.136,0.613,0.0,0.029
0.059,0.03,0.123,0.653,0.007,0.029
0.043,0.196,0.109,0.697,0.032,0.029
0.059,0.064,0.098,0.738,0.036,0.08
0.002,0.177,0.09,0.755,0.062,0.08
0.025,0.133,0.082,0.765,0.076,0.08
0.018,0.088,0.077,0.751,0.115,0.005
0.01,0.179,0.073,0.729,0.101,0.005
0.081,0.064,0.075,0.717,0.069,0.08
0.046,0.221,0.081,0.716,0.048,0.029
0.022,0.004,0.094,0.731,0.009,0.029
0.06,0.134,0.107,0.796,0.0,0.08
0.031,0.028,0.115,0.801,0.0,0.081
0.018,0.262,0.11,0.77,0.0,0.081
0.042,0.081,0.095,0.718,0.0,0.081
0.025,0.013,0.069,0.695,0.0,0.081
0.041,0.037,0.052,0.681,0.0,0.029
0.006,0.016,0.049,0.649,0.0,0.029
0.001,0.018,0.06,0.614,0.0,0.029
0.025,0.037,0.062,0.582,0.0,0.029
0.023,0.037,0.07,0.565,0.0,0.029
0.057,0.042,0.092,0.565,0.0,0.03
0.038,0.008,0.139,0.573,0.0,0.03
0.012,0.006,0.18,0.57,0.0,0.03
0.004,0.043,0.171,0.561,0.0,0.03
0.03,0.005,0.154,0.582,0.023,0.03
0.023,0.043,0.137,0.625,0.171,0.03
0.108,0.025,0.123,0.672,0.361,0.029
0.056,0.041,0.113,0.708,0.515,0.005
0.009,0.076,0.103,0.745,0.601,0.029
0.05,0.128,0.097,0.74,0.626,0.005
0.001,0.022,0.092,0.713,0.281,0.005
0.011,0.097,0.094,0.69,0.063,0.0
0.02,0.133,0.102,0.683,0.03,0.0
0.04,0.008,0.118,0.699,0.009,0.005
0.049,0.119,0.134,0.755,0.0,0.005
0.047,0.151,0.145,0.768,0.0,0.03
0.065,0.036,0.138,0.748,0.0,0.03
0.054,0.035,0.12,0.715,0.0,0.03
0.01,0.013,0.087,0.702,0.0,0.03
0.033,0.02,0.065,0.705,0.0,0.03
0.009,0.018,0.061,0.656,0.0,0.03
0.022,0.008,0.03,0.618,0.0,0.03
0.02,0.039,0.03,0.594,0.0,0.083
0.024,0.019,0.034,0.59,0.0,0.083
0.041,0.005,0.044,0.597,0.0,0.03
0.01,0.002,0.06,0.619,0.0,0.083
0.028,0.027,0.076,0.668,0.0,0.083
0.036,0.029,0.072,0.783,0.0,0.188
0.047,0.035,0.065,0.869,0.016,0.083
0.102,0.117,0.06,0.892,0.158,0.083
0.018,0.179,0.054,0.901,0.356,0.005
0.031,0.13,0.05,0.914,0.497,0.029
0.007,0.016,0.044,0.93,0.587,0.029
0.1,0.028,0.042,0.922,0.604,0.029
0.012,0.069,0.039,0.919,0.571,0.08
0.039,0.179,0.039,0.906,0.065,0.029
0.022,0.232,0.041,0.896,0.04,0.081
0.016,0.229,0.048,0.899,0.009,0.183
0.045,0.06,0.054,0.945,0.0,0.029
0.004,0.114,0.06,0.945,0.0,0.184
0.03,0.148,0.059,0.913,0.0,0.184
0.058,0.255,0.051,0.856,0.0,0.081
0.008,0.087,0.041,0.815,0.0,0.081
0.02,0.031,0.034,0.78,0.0,0.081
0.057,0.022,0.031,0.713,0.0,0.184
0.056,0.025,0.054,0.663,0.0,0.082
0.085,0.025,0.055,0.638,0.0,0.029
0.002,0.027,0.063,0.63,0.0,0.082
0.022,0.021,0.082,0.636,0.0,0.029
0.011,0.004,0.124,0.656,0.0,0.005
0.036,0.042,0.161,0.696,0.0,0.029
0.039,0.021,0.153,0.789,0.0,0.029
0.035,0.013,0.138,0.863,0.009,0.082
0.101,0.085,0.123,0.884,0.142,0.081
0.008,0.028,0.11,0.879,0.335,0.029
0.073,0.076,0.101,0.887,0.455,0.08
0.052,0.021,0.092,0.898,0.536,0.079
0.051,0.26,0.087,0.889,0.442,0.028
0.079,0.182,0.082,0.88,0.103,0.028
0.051,0.033,0.084,0.864,0.071,0.028
0.034,0.073,0.091,0.858,0.039,0.028
0.005,0.048,0.106,0.864,0.005,0.029
0.033,0.185,0.12,0.927,0.0,0.029
0.008,0.287,0.129,0.921,0.0,0.18
0.007,0.185,0.124,0.896,0.0,0.064
0.071,0.023,0.107,0.844,0.0,0.064
0.054,0.038,0.078,0.804,0.0,0.055
0.059,0.028,0.058,0.768,0.0,0.033
0.071,0.012,0.055,0.707,0.0,0.015
0.033,0.028,0.048,0.657,0.0,0.006
0.015,0.014,0.049,0.634,0.0,0.001
0.026,0.011,0.056,0.625,0.0,0.0
0.027,0.042,0.073,0.632,0.0,0.0
0.077,0.022,0.11,0.652,0.0,0.0
0.021,0.021,0.144,0.689,0.0,0.0
0.01,0.019,0.136,0.784,0.0,0.0
0.039,0.028,0.123,0.856,0.0,0.005
0.017,0.291,0.109,0.872,0.009,0.005
0.04,0.268,0.098,0.869,0.021,0.0
0.102,0.15,0.09,0.88,0.032,0.0
0.031,0.04,0.082,0.896,0.046,0.0
0.038,0.224,0.077,0.891,0.057,0.0
0.024,0.211,0.073,0.884,0.044,0.005
0.024,0.023,0.075,0.877,0.035,0.028
0.055,0.108,0.081,0.872,0.018,0.028
0.004,0.024,0.094,0.886,0.0,0.028
0.028,0.272,0.107,0.943,0.0,0.005
0.031,0.028,0.115,0.935,0.0,0.0
0.055,0.052,0.11,0.909,0.0,0.0
0.013,0.257,0.095,0.866,0.0,0.0
0.076,0.281,0.069,0.829,0.0,0.0
0.05,0.036,0.052,0.792,0.0,0.0
0.019,0.01,0.049,0.729,0.0,0.0
0.014,0.002,0.06,0.684,0.0,0.005
0.077,0.005,0.062,0.655,0.0,0.005
0.064,0.006,0.07,0.642,0.0,0.005
0.009,0.0,0.092,0.645,0.0,0.005
0.031,0.022,0.139,0.659,0.0,0.005
0.008,0.024,0.18,0.703,0.0,0.005
0.03,0.038,0.171,0.812,0.0,0.0
0.001,0.006,0.154,0.888,0.0,0.005
0.146,0.066,0.137,0.908,0.014,0.005
0.136,0.099,0.123,0.907,0.027,0.0
0.047,0.121,0.113,0.922,0.057,0.0
0.045,0.108,0.103,0.939,0.069,0.0
0.048,0.307,0.097,0.928,0.076,0.0
0.099,0.196,0.092,0.921,0.16,0.0
0.037,0.09,0.094,0.905,0.094,0.0
0.034,0.087,0.102,0.899,0.063,0.0
0.027,0.314,0.118,0.898,0.0,0.005
0.053,0.126,0.134,0.95,0.0,0.0
0.008,0.22,0.145,0.955,0.0,0.005
0.047,0.309,0.138,0.925,0.0,0.028
0.025,0.046,0.12,0.877,0.0,0.028
0.0,0.005,0.087,0.833,0.0,0.079
0.007,0.019,0.065,0.796,0.0,0.18
0.031,0.01,0.061,0.734,0.0,0.079
0.025,0.017,0.097,0.686,0.0,0.079
0.105,0.02,0.1,0.662,0.0,0.18
0.032,0.013,0.106,0.648,0.0,0.319
0.034,0.003,0.123,0.654,0.0,0.179
0.023,0.025,0.167,0.665,0.0,0.318
0.059,0.034,0.223,0.694,0.0,0.178
0.007,0.02,0.246,0.781,0.0,0.178
0.05,0.023,0.231,0.85,0.0,0.178
0.009,0.104,0.208,0.864,0.016,0.178
0.07,0.033,0.189,0.856,0.036,0.178
0.09,0.161,0.173,0.866,0.069,0.178
0.082,0.04,0.161,0.872,0.083,0.315
0.029,0.218,0.155,0.863,0.103,0.177
0.054,0.114,0.154,0.851,0.067,0.078
0.049,0.176,0.156,0.835,0.071,0.078
0.029,0.016,0.162,0.83,0.026,0.078
0.037,0.0,0.176,0.851,0.0,0.078
0.008,0.262,0.192,0.911,0.0,0.078
0.026,0.159,0.201,0.907,0.0,0.028
0.026,0.187,0.192,0.872,0.0,0.028
0.01,0.288,0.174,0.819,0.0,0.177
0.016,0.069,0.14,0.777,0.0,0.078
0.044,0.029,0.1,0.76,0.0,0.177
0.022,0.017,0.095,0.706,0.0,0.177
0.068,0.045,0.097,0.655,0.0,0.177
0.0,0.002,0.1,0.627,0.0,0.178
0.019,0.035,0.106,0.612,0.0,0.178
0.037,0.042,0.123,0.617,0.0,0.178
0.045,0.03,0.167,0.617,0.0,0.079
0.009,0.026,0.223,0.613,0.0,0.178
0.025,0.011,0.246,0.619,0.0,0.179
0.025,0.02,0.231,0.658,0.0,0.079
0.043,0.114,0.208,0.707,0.012,0.179
0.007,0.241,0.189,0.753,0.032,0.318
0.039,0.065,0.173,0.78,0.039,0.318
0.104,0.232,0.161,0.799,0.044,0.179
0.056,0.212,0.155,0.79,0.046,0.319
0.016,0.043,0.154,0.77,0.057,0.079
0.008,0.188,0.156,0.75,0.075,0.318
0.009,0.294,0.162,0.745,0.028,0.179
0.049,0.176,0.176,0.762,0.0,0.18
0.012,0.038,0.192,0.806,0.0,0.18
0.027,0.227,0.201,0.802,0.0,0.321
0.031,0.191,0.192,0.77,0.0,0.181
0.037,0.192,0.174,0.731,0.0,0.322
0.043,0.185,0.14,0.707,0.0,0.181
0.057,0.018,0.1,0.71,0.0,0.322
0.013,0.027,0.095,0.672,0.0,0.324
0.011,0.045,0.081,0.623,0.0,0.183
0.013,0.021,0.083,0.586,0.0,0.183
0.03,0.031,0.088,0.572,0.0,0.081
0.087,0.03,0.102,0.563,0.0,0.081
0.034,0.042,0.139,0.57,0.0,0.326
0.034,0.024,0.186,0.565,0.0,0.081
0.018,0.033,0.205,0.551,0.0,0.081
0.031,0.035,0.193,0.564,0.0,0.081
0.012,0.181,0.173,0.604,0.018,0.184
0.027,0.016,0.157,0.65,0.05,0.327
0.002,0.171,0.144,0.688,0.071,0.183
0.039,0.157,0.135,0.723,0.122,0.081
0.073,0.114,0.13,0.714,0.256,0.183
0.018,0.101,0.128,0.692,0.271,0.08
0.062,0.054,0.13,0.669,0.08,0.325
0.034,0.17,0.135,0.662,0.047,0.183
0.02,0.02,0.147,0.684,0.0,0.029
0.119,0.102,0.16,0.75,0.0,0.029
0.032,0.172,0.167,0.765,0.0,0.029
0.032,0.163,0.16,0.748,0.0,0.081
0.037,0.115,0.145,0.717,0.0,0.081
0.02,0.127,0.117,0.704,0.0,0.081
0.05,0.028,0.084,0.713,0.0,0.082
0.015,0.022,0.079,0.666,0.0,0.029
0.025,0.009,0.088,0.625,0.0,0.029
0.017,0.014,0.091,0.599,0.0,0.005
0.023,0.003,0.097,0.585,0.0,0.082
0.015,0.024,0.112,0.589,0.0,0.082
0.043,0.04,0.153,0.609,0.0,0.029
0.026,0.032,0.204,0.655,0.0,0.184
0.017,0.023,0.226,0.764,0.0,0.029
0.048,0.007,0.212,0.859,0.0,0.029
0.08,0.044,0.19,0.89,0.023,0.184
0.103,0.032,0.173,0.898,0.055,0.081
0.067,0.079,0.158,0.915,0.064,0.029
0.051,0.035,0.148,0.935,0.112,0.029
0.042,0.229,0.142,0.931,0.245,0.029
0.027,0.274,0.141,0.935,0.177,0.005
0.018,0.158,0.143,0.929,0.06,0.005
0.054,0.125,0.149,0.931,0.041,0.029
0.008,0.078,0.162,0.938,0.0,0.029
0.031,0.055,0.175,0.965,0.0,0.081
0.047,0.055,0.184,0.956,0.0,0.081
0.048,0.154,0.176,0.925,0.0,0.183
0.015,0.056,0.16,0.871,0.0,0.183
0.074,0.125,0.128,0.827,0.0,0.081
0.092,0.043,0.092,0.788,0.0,0.081
0.081,0.042,0.087,0.72,0.0,0.08
0.039,0.007,0.088,0.666,0.0,0.182
0.079,0.004,0.091,0.634,0.0,0.182
0.04,0.018,0.097,0.619,0.0,0.08
0.034,0.024,0.112,0.623,0.0,0.181
0.018,0.028,0.153,0.643,0.0,0.029
0.008,0.032,0.204,0.684,0.0,0.179
0.042,0.032,0.226,0.778,0.0,0.178
0.027,0.002,0.212,0.865,0.0,0.177
0.005,0.264,0.19,0.89,0.007,0.314
0.002,0.31,0.173,0.894,0.023,0.49
0.101,0.272,0.158,0.912,0.023,0.312
0.096,0.157,0.148,0.929,0.057,0.311
0.007,0.099,0.142,0.921,0.111,0.309
0.023,0.274,0.141,0.912,0.071,0.309
0.028,0.022,0.143,0.899,0.046,0.484
0.033,0.272,0.149,0.891,0.018,0.483
0.016,0.047,0.162,0.903,0.0,0.485
0.012,0.316,0.175,0.947,0.0,0.618
0.056,0.21,0.184,0.936,0.0,0.485
0.07,0.284,0.176,0.905,0.0,0.484
0.007,0.206,0.16,0.848,0.0,0.484
0.017,0.193,0.128,0.804,0.0,0.617
0.001,0.043,0.092,0.768,0.0,0.617
0.051,0.037,0.087,0.699,0.0,0.484
0.002,0.042,0.088,0.646,0.0,0.483
0.027,0.002,0.091,0.616,0.0,0.308
0.027,0.026,0.097,0.613,0.0,0.308
0.085,0.02,0.112,0.63,0.0,0.482
0.031,0.024,0.153,0.655,0.0,0.173
0.038,0.044,0.204,0.702,0.0,0.481
0.034,0.001,0.226,0.8,0.0,0.482
0.043,0.012,0.212,0.875,0.0,0.307
0.043,0.011,0.19,0.891,0.016,0.482
0.036,0.18,0.173,0.88,0.048,0.481
0.018,0.194,0.158,0.882,0.094,0.612
0.12,0.152,0.148,0.89,0.318,0.611
0.125,0.203,0.142,0.881,0.078,0.743
0.143,0.01,0.141,0.873,0.353,0.744
0.032,0.022,0.143,0.859,0.062,0.613
0.109,0.238,0.149,0.852,0.042,0.613
0.039,0.083,0.162,0.87,0.0,0.744
0.026,0.119,0.175,0.935,0.0,0.618
0.056,0.144,0.184,0.933,0.0,0.486
0.003,0.188,0.176,0.9,0.0,0.621
0.037,0.21,0.16,0.846,0.0,0.619
0.076,0.066,0.128,0.807,0.0,0.62
0.064,0.036,0.092,0.767,0.0,0.62
0.002,0.013,0.087,0.702,0.0,0.751
0.081,0.029,0.097,0.647,0.0,0.621
0.048,0.014,0.1,0.621,0.0,0.75
0.01,0.015,0.106,0.612,0.0,0.487
0.032,0.011,0.123,0.62,0.0,0.623
0.057,0.025,0.167,0.646,0.0,0.487
0.048,0.027,0.223,0.685,0.0,0.622
0.003,0.029,0.246,0.778,0.0,0.621
0.015,0.008,0.231,0.86,0.0,0.622
0.094,0.114,0.208,0.871,0.009,0.623
0.053,0.001,0.189,0.863,0.039,0.49
0.019,0.153,0.173,0.868,0.124,0.752
0.001,0.13,0.161,0.878,0.076,0.62
0.058,0.185,0.155,0.867,0.069,0.75
0.032,0.219,0.154,0.86,0.062,0.621
0.025,0.17,0.156,0.85,0.057,0.75
0.036,0.019,0.162,0.849,0.056,0.75
0.003,0.06,0.176,0.869,0.0,0.489
0.028,0.012,0.192,0.936,0.0,0.491
0.039,0.029,0.201,0.935,0.0,0.625
0.016,0.214,0.192,0.909,0.0,0.491
0.017,0.038,0.174,0.853,0.0,0.627
0.024,0.234,0.14,0.802,0.0,0.315
0.018,0.044,0.1,0.765,0.0,0.315
0.089,0.034,0.095,0.695,0.0,0.315
0.025,0.01,0.105,0.639,0.0,0.177
0.021,0.002,0.108,0.612,0.0,0.177
0.035,0.009,0.114,0.604,0.0,0.177
0.02,0.033,0.133,0.608,0.0,0.177
0.046,0.037,0.181,0.631,0.0,0.178
0.031,0.042,0.242,0.669,0.0,0.177
0.05,0.023,0.267,0.767,0.0,0.177
0.042,0.002,0.251,0.859,0.0,0.078
0.073,0.086,0.225,0.883,0.067,0.177
0.023,0.059,0.205,0.88,0.186,0.078
0.1,0.085,0.187,0.89,0.157,0.078
0.0,0.173,0.175,0.898,0.08,0.176
0.035,0.274,0.169,0.885,0.046,0.313
0.0,0.26,0.167,0.868,0.021,0.491
0.01,0.085,0.169,0.849,0.021,0.176
0.035,0.057,0.176,0.841,0.012,0.313
0.002,0.139,0.191,0.863,0.0,0.176
0.066,0.167,0.208,0.92,0.0,0.314
0.024,0.267,0.218,0.911,0.0,0.314
0.031,0.259,0.209,0.872,0.0,0.316
0.05,0.229,0.189,0.814,0.0,0.315
0.013,0.254,0.152,0.769,0.0,0.315
0.024,0.015,0.109,0.748,0.0,0.177
0.02,0.011,0.103,0.69,0.0,0.078
0.025,0.035,0.105,0.637,0.0,0.314
0.056,0.025,0.108,0.606,0.0,0.178
0.016,0.022,0.114,0.589,0.0,0.178
0.036,0.008,0.133,0.594,0.0,0.494
0.056,0.004,0.181,0.604,0.0,0.494
0.001,0.015,0.242,0.603,0.0,0.316
0.022,0.023,0.267,0.606,0.0,0.316
0.099,0.012,0.251,0.651,0.0,0.316
0.071,0.261,0.225,0.694,0.09,0.316
0.09,0.205,0.205,0.726,0.222,0.495
0.068,0.143,0.187,0.747,0.351,0.315
0.061,0.1,0.175,0.758,0.208,0.177
0.094,0.125,0.169,0.738,0.252,0.078
0.045,0.059,0.167,0.713,0.06,0.078
0.045,0.011,0.169,0.692,0.076,0.078
0.052,0.144,0.176,0.691,0.016,0.078
0.008,0.009,0.191,0.723,0.0,0.028
0.03,0.199,0.208,0.79,0.0,0.005
0.072,0.235,0.218,0.786,0.0,0.005
0.027,0.296,0.209,0.751,0.0,0.005
0.012,0.167,0.189,0.7,0.0,0.0
0.04,0.281,0.152,0.676,0.0,0.0
0.04,0.027,0.109,0.668,0.0,0.0
0.007,0.034,0.103,0.624,0.0,0.0
0.116,0.015,0.132,0.577,0.0,0.0
0.064,0.043,0.135,0.544,0.0,0.0
0.048,0.041,0.141,0.526,0.0,0.005
0.002,0.035,0.156,0.528,0.0,0.0
0.046,0.044,0.195,0.533,0.0,0.0
0.05,0.026,0.268,0.523,0.0,0.0
0.028,0.031,0.318,0.508,0.0,0.005
0.016,0.018,0.297,0.527,0.0,0.0
0.159,0.034,0.275,0.563,0.035,0.029
0.017,0.271,0.256,0.606,0.097,0.005
0.05,0.06,0.236,0.649,0.31,0.028
0.004,0.18,0.224,0.688,0.147,0.028
0.035,0.088,0.218,0.682,0.202,0.079
0.036,0.07,0.219,0.657,0.116,0.079
0.062,0.018,0.221,0.641,0.064,0.079
0.031,0.024,0.228,0.646,0.03,0.178
0.079,0.078,0.24,0.682,0.0,0.079
0.018,0.156,0.256,0.728,0.0,0.079
0.024,0.065,0.267,0.742,0.0,0.179
0.061,0.247,0.254,0.72,0.0,0.179
0.021,0.155,0.236,0.694,0.0,0.079
0.044,0.128,0.196,0.682,0.0,0.178
0.021,0.008,0.135,0.689,0.0,0.079
0.036,0.043,0.129,0.638,0.0,0.078
0.045,0.009,0.115,0.596,0.0,0.078
0.001,0.04,0.118,0.574,0.0,0.078
0.041,0.028,0.123,0.567,0.0,0.028
0.001,0.013,0.137,0.58,0.0,0.078
0.045,0.027,0.171,0.607,0.0,0.078
0.012,0.003,0.235,0.652,0.0,0.078
0.048,0.025,0.278,0.766,0.0,0.176
0.068,0.039,0.261,0.86,0.0,0.028
0.027,0.117,0.241,0.884,0.014,0.078
0.012,0.084,0.224,0.885,0.027,0.175
0.033,0.179,0.207,0.893,0.05,0.077
0.118,0.115,0.197,0.909,0.044,0.175
0.003,0.146,0.191,0.905,0.046,0.174
0.027,0.087,0.192,0.9,0.03,0.077
0.069,0.01,0.194,0.891,0.026,0.077
0.051,0.002,0.2,0.892,0.009,0.173
0.018,0.061,0.21,0.918,0.0,0.173
0.035,0.232,0.225,0.957,0.0,0.308
0.048,0.187,0.234,0.948,0.0,0.173
0.039,0.163,0.223,0.92,0.0,0.173
0.012,0.089,0.206,0.866,0.0,0.173
0.043,0.126,0.172,0.822,0.0,0.309
0.034,0.027,0.118,0.786,0.0,0.482
0.041,0.018,0.113,0.721,0.0,0.744
0.062,0.014,0.073,0.673,0.0,0.618
0.029,0.03,0.075,0.645,0.0,0.747
0.094,0.045,0.08,0.631,0.0,0.486
0.049,0.019,0.093,0.636,0.0,0.312
0.092,0.041,0.126,0.648,0.0,0.177
0.047,0.037,0.168,0.684,0.0,0.493
0.047,0.014,0.186,0.78,0.0,0.177
0.049,0.007,0.174,0.869,0.0,0.315
0.06,0.251,0.156,0.892,0.044,0.177
0.021,0.233,0.142,0.892,0.082,0.315
0.064,0.137,0.13,0.901,0.129,0.177
0.066,0.261,0.122,0.913,0.252,0.492
0.045,0.16,0.117,0.902,0.249,0.314
0.024,0.175,0.116,0.897,0.147,0.492
0.023,0.352,0.117,0.89,0.039,0.315
0.011,0.315,0.122,0.887,0.016,0.178
0.039,0.383,0.133,0.902,0.0,0.179
0.037,0.171,0.144,0.946,0.0,0.179
0.07,0.313,0.151,0.934,0.0,0.18
0.023,0.202,0.145,0.901,0.0,0.18
0.049,0.235,0.131,0.847,0.0,0.18
0.05,0.025,0.105,0.807,0.0,0.08
0.03,0.04,0.076,0.774,0.0,0.08
0.065,0.002,0.071,0.704,0.0,0.08
0.015,0.042,0.088,0.651,0.0,0.029
0.009,0.027,0.091,0.625,0.0,0.029
0.031,0.045,0.097,0.618,0.0,0.005
0.019,0.012,0.112,0.629,0.0,0.08
0.021,0.031,0.153,0.648,0.0,0.005
0.029,0.008,0.204,0.681,0.0,0.005
0.034,0.041,0.226,0.767,0.0,0.005
0.1,0.0,0.212,0.854,0.0,0.005
0.042,0.302,0.19,0.875,0.012,0.005
0.03,0.099,0.173,0.877,0.026,0.0
0.048,0.293,0.158,0.888,0.067,0.005
0.018,0.084,0.148,0.903,0.076,0.005
0.102,0.167,0.142,0.896,0.064,0.005
0.144,0.008,0.141,0.89,0.041,0.0
0.108,0.166,0.143,0.881,0.036,0.0
0.015,0.085,0.149,0.875,0.009,0.0
0.038,0.133,0.162,0.897,0.0,0.0
0.043,0.154,0.175,0.94,0.0,0.005
0.037,0.264,0.184,0.934,0.0,0.029
0.022,0.123,0.176,0.904,0.0,0.005
0.051,0.123,0.16,0.85,0.0,0.08
0.062,0.259,0.128,0.809,0.0,0.081
0.005,0.043,0.092,0.781,0.0,0.029
0.046,0.033,0.087,0.719,0.0,0.005
0.088,0.004,0.132,0.671,0.0,0.0
0.003,0.037,0.135,0.647,0.0,0.0
0.009,0.007,0.141,0.637,0.0,0.005
0.061,0.026,0.156,0.648,0.0,0.005
0.004,0.023,0.195,0.662,0.0,0.0
0.033,0.03,0.268,0.697,0.0,0.0
0.05,0.023,0.318,0.788,0.0,0.0
0.015,0.009,0.297,0.875,0.0,0.005
0.035,0.01,0.275,0.898,0.021,0.0
0.036,0.098,0.256,0.902,0.048,0.0
0.105,0.037,0.236,0.919,0.078,0.0
0.111,0.266,0.224,0.94,0.085,0.005
0.013,0.264,0.218,0.932,0.083,0.005
0.056,0.118,0.219,0.93,0.064,0.0
0.048,0.085,0.221,0.922,0.032,0.0
0.031,0.305,0.228,0.921,0.016,0.0
0.033,0.202,0.24,0.935,0.0,0.0
0.0,0.292,0.256,0.963,0.0,0.0
0.032,0.146,0.267,0.949,0.0,0.005
0.01,0.314,0.254,0.915,0.0,0.005
0.029,0.07,0.236,0.86,0.0,0.005
0.047,0.235,0.196,0.815,0.0,0.029
0.058,0.0,0.135,0.783,0.0,0.029
0.042,0.033,0.129,0.72,0.0,0.08
0.033,0.031,0.166,0.66,0.0,0.181
0.021,0.014,0.17,0.625,0.0,0.18
0.05,0.03,0.177,0.614,0.0,0.32
0.042,0.042,0.19,0.624,0.0,0.318
0.022,0.039,0.224,0.644,0.0,0.178
0.043,0.03,0.296,0.687,0.0,0.317
0.045,0.017,0.347,0.784,0.0,0.315
0.067,0.035,0.335,0.873,0.0,0.315
0.047,0.055,0.316,0.884,0.002,0.315
0.057,0.179,0.298,0.875,0.007,0.493
0.071,0.113,0.277,0.884,0.009,0.493
0.055,0.117,0.264,0.894,0.009,0.493
0.039,0.13,0.256,0.883,0.014,0.492
0.008,0.086,0.255,0.87,0.014,0.492
0.042,0.15,0.259,0.855,0.007,0.627
0.038,0.093,0.268,0.855,0.009,0.178
0.05,0.243,0.278,0.891,0.0,0.178
0.002,0.158,0.293,0.931,0.0,0.499
0.033,0.175,0.306,0.916,0.0,0.499
0.022,0.096,0.295,0.878,0.0,0.5
0.059,0.048,0.275,0.823,0.0,0.637
0.034,0.236,0.236,0.781,0.0,0.636
0.07,0.005,0.169,0.759,0.0,0.769
0.008,0.045,0.163,0.697,0.0,0.854
0.024,0.013,0.166,0.649,0.0,0.499
0.044,0.016,0.17,0.615,0.0,0.768
0.027,0.044,0.177,0.594,0.0,0.768
0.037,0.027,0.19,0.601,0.0,0.635
0.013,0.018,0.224,0.612,0.0,0.767
0.004,0.038,0.296,0.61,0.0,0.634
0.079,0.016,0.347,0.623,0.0,0.498
0.045,0.008,0.335,0.673,0.0,0.498
0.054,0.177,0.316,0.719,0.042,0.5
0.002,0.175,0.298,0.755,0.18,0.77
0.046,0.143,0.277,0.771,0.156,0.319
0.044,0.049,0.264,0.779,0.116,0.499
0.023,0.216,0.256,0.759,0.089,0.18
0.045,0.095,0.255,0.738,0.067,0.18
0.006,0.135,0.259,0.713,0.056,0.18
0.01,0.205,0.268,0.718,0.021,0.08
0.007,0.269,0.278,0.759,0.0,0.181
0.041,0.081,0.293,0.808,0.0,0.08
0.053,0.12,0.306,0.803,0.0,0.08
0.043,0.077,0.295,0.768,0.0,0.081
0.025,0.052,0.275,0.719,0.0,0.081
0.025,0.051,0.236,0.693,0.0,0.081
0.028,0.005,0.169,0.691,0.0,0.065
0.004,0.002,0.163,0.64,0.0,0.049
0.025,0.008,0.124,0.581,0.0,0.033
0.037,0.013,0.126,0.544,0.0,0.021
0.011,0.042,0.132,0.524,0.0,0.016
0.029,0.044,0.147,0.52,0.0,0.018
0.029,0.016,0.183,0.531,0.0,0.021
0.009,0.003,0.252,0.526,0.0,0.029
0.013,0.005,0.298,0.511,0.0,0.029
0.052,0.006,0.279,0.538,0.0,0.08
0.093,0.002,0.258,0.573,0.005,0.08
0.018,0.191,0.24,0.611,0.012,0.029
0.057,0.246,0.221,0.639,0.012,0.08
0.039,0.045,0.211,0.676,0.018,0.08
0.077,0.29,0.205,0.664,0.018,0.08
0.015,0.193,0.205,0.634,0.018,0.08
0.039,0.149,0.208,0.612,0.023,0.08
0.035,0.028,0.214,0.608,0.012,0.08
0.038,0.114,0.225,0.649,0.0,0.181
0.019,0.165,0.241,0.723,0.0,0.182
0.035,0.008,0.25,0.738,0.0,0.08
0.018,0.148,0.239,0.719,0.0,0.08
0.006,0.18,0.221,0.695,0.0,0.029
0.02,0.065,0.184,0.683,0.0,0.029
0.118,0.026,0.127,0.687,0.0,0.081
0.025,0.002,0.121,0.635,0.0,0.081
0.064,0.038,0.14,0.59,0.0,0.029
0.025,0.001,0.142,0.566,0.0,0.029
0.047,0.009,0.149,0.561,0.0,0.183
0.044,0.014,0.165,0.575,0.0,0.184
0.041,0.037,0.207,0.598,0.0,0.082
0.011,0.039,0.284,0.645,0.0,0.329
0.024,0.022,0.336,0.755,0.0,0.185
0.002,0.023,0.315,0.856,0.0,0.328
0.052,0.222,0.291,0.878,0.014,0.328
0.008,0.012,0.271,0.876,0.027,0.184
0.045,0.081,0.25,0.883,0.048,0.327
0.052,0.13,0.238,0.896,0.071,0.184
0.057,0.133,0.231,0.887,0.088,0.081
0.045,0.165,0.231,0.882,0.112,0.081
0.042,0.262,0.234,0.872,0.074,0.081
0.001,0.083,0.241,0.87,0.026,0.081
0.029,0.244,0.254,0.903,0.0,0.081
0.001,0.228,0.271,0.951,0.0,0.184
0.004,0.016,0.282,0.943,0.0,0.184
0.013,0.107,0.269,0.91,0.0,0.184
0.073,0.017,0.249,0.854,0.0,0.183
0.035,0.096,0.207,0.806,0.0,0.183
0.02,0.007,0.143,0.769,0.0,0.183
0.058,0.045,0.137,0.698,0.0,0.183
0.016,0.042,0.124,0.647,0.0,0.183
0.049,0.016,0.126,0.62,0.0,0.183
0.038,0.002,0.132,0.607,0.0,0.183
0.023,0.04,0.147,0.62,0.0,0.325
0.0,0.003,0.183,0.643,0.0,0.081
